,xmin,ymin,xmax,ymax,numgranules,is_downloaded,geometry
223,43,-89,44,-88,0,False,"POLYGON ((44 -89, 44 -88, 43 -88, 43 -89, 44 -89))"
224,44,-89,45,-88,0,False,"POLYGON ((45 -89, 45 -88, 44 -88, 44 -89, 45 -89))"
225,45,-89,46,-88,0,False,"POLYGON ((46 -89, 46 -88, 45 -88, 45 -89, 46 -89))"
226,46,-89,47,-88,0,False,"POLYGON ((47 -89, 47 -88, 46 -88, 46 -89, 47 -89))"
227,47,-89,48,-88,0,False,"POLYGON ((48 -89, 48 -88, 47 -88, 47 -89, 48 -89))"
228,48,-89,49,-88,0,False,"POLYGON ((49 -89, 49 -88, 48 -88, 48 -89, 49 -89))"
229,49,-89,50,-88,0,False,"POLYGON ((50 -89, 50 -88, 49 -88, 49 -89, 50 -89))"
230,50,-89,51,-88,0,False,"POLYGON ((51 -89, 51 -88, 50 -88, 50 -89, 51 -89))"
231,51,-89,52,-88,0,False,"POLYGON ((52 -89, 52 -88, 51 -88, 51 -89, 52 -89))"
232,52,-89,53,-88,0,False,"POLYGON ((53 -89, 53 -88, 52 -88, 52 -89, 53 -89))"
233,53,-89,54,-88,0,False,"POLYGON ((54 -89, 54 -88, 53 -88, 53 -89, 54 -89))"
234,54,-89,55,-88,0,False,"POLYGON ((55 -89, 55 -88, 54 -88, 54 -89, 55 -89))"
235,55,-89,56,-88,0,False,"POLYGON ((56 -89, 56 -88, 55 -88, 55 -89, 56 -89))"
236,56,-89,57,-88,0,False,"POLYGON ((57 -89, 57 -88, 56 -88, 56 -89, 57 -89))"
237,57,-89,58,-88,0,False,"POLYGON ((58 -89, 58 -88, 57 -88, 57 -89, 58 -89))"
238,58,-89,59,-88,0,False,"POLYGON ((59 -89, 59 -88, 58 -88, 58 -89, 59 -89))"
